Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Earring design (product.metafields.shopify.earring-design),Fabric (product.metafields.shopify.fabric),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Neckline (product.metafields.shopify.neckline),One-piece style (product.metafields.shopify.one-piece-style),Ring design (product.metafields.shopify.ring-design),Scarf/Shawl style (product.metafields.shopify.scarf-shawl-style),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
brocade-saree-kanchipuram-pattern-rich-zari-pallu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0041.jpg?v=1751299683,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-rayon-fabric-aari-foil-mirror-work-designer-chaniya-choli,Heavy Rayon Fabric Aari Foil Mirror Work Designer Chaniya Choli,"<p><span style=""color: rgb(255, 0, 255);""><strong>💃Aari Work Special💃</strong></span></p>
<p>Heavy Rayon Fabric Aari Foil Mirror Work Designer Chaniya Choli</p>
<p>7-8 Mtr Flair<br>Embroidery Aari Work With Foil Sticker Designer Concept</p>
<p>42 Waist and Length </p>
<p>XL Size blouse with margin (Upto 44)<br>Designer Aari Work With Foil Mirror Readymade Blouse</p>
<p>Reyon White Dupatta All Over Aari Work with Fancy Work Border<br></p>",Nirchal,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Womens Lehenga Choli,"",true,Color,1,,,,,,,,,0.0,shopify,5,deny,manual,2500.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan12.webp?v=1751974620,1,"",false,,,5388,,,,,,,,,,,,,,,,,,,rayon,,,,,,,,,xl,,,female,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0021.jpg?v=1751974620,kg,,1900.00,active
heavy-rayon-fabric-aari-foil-mirror-work-designer-chaniya-choli,,,,,,,,,2,,,,,,,,,0.0,shopify,5,deny,manual,2500.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan13.webp?v=1751974620,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0022.jpg?v=1751974620,kg,,1900.00,
heavy-rayon-fabric-aari-foil-mirror-work-designer-chaniya-choli,,,,,,,,,3,,,,,,,,,0.0,shopify,5,deny,manual,2500.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0021.jpg?v=1751974620,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan12.webp?v=1751974620,kg,,1900.00,
heavy-rayon-fabric-aari-foil-mirror-work-designer-chaniya-choli,,,,,,,,,4,,,,,,,,,0.0,shopify,5,deny,manual,2500.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0022.jpg?v=1751974620,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0024.jpg?v=1751974620,kg,,1900.00,
heavy-rayon-fabric-aari-foil-mirror-work-designer-chaniya-choli,,,,,,,,,5,,,,,,,,,0.0,shopify,5,deny,manual,2500.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0023.jpg?v=1751974620,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0025.jpg?v=1751974620,kg,,1900.00,
heavy-rayon-fabric-aari-foil-mirror-work-designer-chaniya-choli,,,,,,,,,6,,,,,,,,,0.0,shopify,5,deny,manual,2500.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0024.jpg?v=1751974620,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0026.jpg?v=1751974620,kg,,1900.00,
heavy-rayon-fabric-aari-foil-mirror-work-designer-chaniya-choli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0025.jpg?v=1751974620,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-rayon-fabric-aari-foil-mirror-work-designer-chaniya-choli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0026.jpg?v=1751974620,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-rayon-traditional-embroidery-dhoti-with-designer-jacket-and-blouse,Heavy Rayon Traditional Embroidery Dhoti With Designer Jacket and Blouse,"<p><span style=""color: rgb(255, 0, 255);""><strong>💃Traditional Dhoti Set💃</strong></span></p>
<p>Heavy Rayon Traditional Embroidery wool Work Dhoti With Designer Jacket and Blouse Different Concept </p>
<p>Free Size<br>Girls Dhoti Top Set</p>
<p>(Same As Photo)<br> <br>Traditional Heavy Gamthi Work <br>Size - (Upto 40/42)</p>
<p>Traditional Work Border Design Might be different in Dhoti<br></p>",Nirchal,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Womens Kurta Sets,"",true,Color,1,,,,,,,,,0.0,shopify,5,deny,manual,1799.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0020.jpg?v=1751298959,1,"",false,,,,,kids,,,,,,,,,,,kids,,,,,,rayon,,,,,,,,,saree-length-5-5-meter-blouse-length-1-meter,,,female,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0020.jpg?v=1751298959,kg,,1250.00,active
heavy-rayon-traditional-embroidery-dhoti-with-designer-jacket-and-blouse,,,,,,,,,2,,,,,,,,,0.0,shopify,5,deny,manual,1799.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0018.jpg?v=1751298959,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0018.jpg?v=1751298959,kg,,1250.00,
heavy-rayon-traditional-embroidery-dhoti-with-designer-jacket-and-blouse,,,,,,,,,3,,,,,,,,,0.0,shopify,5,deny,manual,1799.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0017.jpg?v=1751298959,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0017.jpg?v=1751298959,kg,,1250.00,
heavy-rayon-traditional-embroidery-dhoti-with-designer-jacket-and-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250630-WA0019.jpg?v=1751298959,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rayon-chaniya-choli-with-traditional-patch-work,Rayon Chaniya Choli with Traditional Patch Work,"<p><span style=""color: rgb(255, 128, 0);""><strong>💃Navratri Chaniya Choli💃</strong></span></p>
<p>Traditional Patch Work Chaniya Choli Rayon Fabric Gamthi Thread Work Patch With Gota Lace and Heavy Foil Mirror Embroidery Gamthi Dupatta </p>
<p>7 Mtr Full Flair<br>42 Waist &amp; 41 Length<br> <br>Fancy Gamthi Work Patch Thread Work Full Flair Chaniya Choli<br> <br>Readymade 3/4 Sleeve Blouse With<br>Multi Patch Work <br>Blouse Size (Upto - 40/42)</p>
<p>Gamthi Work Foil Mirror Dupatta<br></p>",Nirchal,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Womens Lehenga Choli,"",true,Color,1,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan6.jpg?v=1751973277,1,"",false,,,,,,,,,,,,,,,,,,,,,,rayon,,,,,,,,,,,,female,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan6.jpg?v=1751973277,kg,,1500.00,active
rayon-chaniya-choli-with-traditional-patch-work,,,,,,,,,2,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0057.jpg?v=1751973277,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0056.jpg?v=1751973277,kg,,1500.00,
rayon-chaniya-choli-with-traditional-patch-work,,,,,,,,,3,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0056.jpg?v=1751973277,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0055.jpg?v=1751973277,kg,,1500.00,
rayon-chaniya-choli-with-traditional-patch-work,,,,,,,,,4,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0055.jpg?v=1751973277,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0054.jpg?v=1751973277,kg,,1500.00,
rayon-chaniya-choli-with-traditional-patch-work,,,,,,,,,5,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0054.jpg?v=1751973277,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0053.jpg?v=1751973277,kg,,1500.00,
rayon-chaniya-choli-with-traditional-patch-work,,,,,,,,,6,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0053.jpg?v=1751973277,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0052.jpg?v=1751973277,kg,,1500.00,
rayon-chaniya-choli-with-traditional-patch-work,,,,,,,,,7,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0052.jpg?v=1751973277,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0051.jpg?v=1751973277,kg,,1500.00,
rayon-chaniya-choli-with-traditional-patch-work,,,,,,,,,8,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0051.jpg?v=1751973277,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0050.jpg?v=1751973277,kg,,1500.00,
rayon-chaniya-choli-with-traditional-patch-work,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0050.jpg?v=1751973277,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roman-silk-chaniya-choli-with-real-mirror-all-over,Roman Silk Chaniya Choli With Real Mirror All Over,"<p><span style=""color: rgb(255, 42, 0);""><strong>💃Navratri Chaniya Choli💃</strong></span></p>
<p>Roman Silk Chaniya Choli With Real Mirror All Over Concept With Readymade Blouse With Real Mirror </p>
<p>Roman Silk Material </p>
<p>7 Meter Full Flair<br>Chaniya Waist - 42<br>Chaniya Length - 41</p>
<p>Real Mirror Hand-Work Designer Blouse With Original Mirror Embroidered </p>
<p>Bandhni Semi Gaji Silk Lagdi Patta<br>Full Size Dupatta <br></p>",Nirchal,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Womens Lehenga Choli,"",true,Color,1,,,,,,,,"",0.0,shopify,5,deny,manual,2400.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan7.jpg?v=1751973408,1,"",false,,,,,,,,,,,,,,,,,,,,,,silk,,,,,,,,,,,,female,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan7.jpg?v=1751973408,kg,,1800.00,active
roman-silk-chaniya-choli-with-real-mirror-all-over,,,,,,,,,2,,,,,,,,"",0.0,shopify,5,deny,manual,2400.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan8.jpg?v=1751973408,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0044.jpg?v=1751973408,kg,,1800.00,
roman-silk-chaniya-choli-with-real-mirror-all-over,,,,,,,,,3,,,,,,,,"",0.0,shopify,5,deny,manual,2400.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0043.jpg?v=1751973408,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0045.jpg?v=1751973408,kg,,1800.00,
roman-silk-chaniya-choli-with-real-mirror-all-over,,,,,,,,,4,,,,,,,,"",0.0,shopify,5,deny,manual,2400.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0044.jpg?v=1751973408,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0046.jpg?v=1751973408,kg,,1800.00,
roman-silk-chaniya-choli-with-real-mirror-all-over,,,,,,,,,5,,,,,,,,"",0.0,shopify,5,deny,manual,2400.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0045.jpg?v=1751973408,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0047.jpg?v=1751973408,kg,,1800.00,
roman-silk-chaniya-choli-with-real-mirror-all-over,,,,,,,,,6,,,,,,,,"",0.0,shopify,5,deny,manual,2400.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0046.jpg?v=1751973408,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0048.jpg?v=1751973408,kg,,1800.00,
roman-silk-chaniya-choli-with-real-mirror-all-over,,,,,,,,,7,,,,,,,,"",0.0,shopify,5,deny,manual,2400.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0047.jpg?v=1751973408,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0049.jpg?v=1751973408,kg,,1800.00,
roman-silk-chaniya-choli-with-real-mirror-all-over,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0048.jpg?v=1751973408,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roman-silk-chaniya-choli-with-real-mirror-all-over,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0049.jpg?v=1751973408,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium-designer-ajrakh-cotton-chaniya-choli,Premium Designer Ajrakh Cotton Chaniya Choli,"<p><strong>💃Ajrakh Chaniya &amp; Blouse💃</strong></p>
<p>Premium Ajrakh Cotton Multi Print Same Color Multi Skirt With Designer Look Pyramid Gota Lace Pattern Roman Silk Fabric With Extra Ordinary Blouse</p>
<p>Pure Ajrakh Cotton Material With Pyramid Style Roman Silk Border Gota Lace<br>Full Flair - 7/8 Meter </p>
<p>Chaniya Waist - 42<br>Chaniya Length - 41</p>
<p>Cotton Multi Kali Concept Ajrakh Chaniya With Designer 3/4 Sleeve In Blouse</p>
<p>Designer Readymade Blouse <br>Size Upto 40/42<br></p>",Nirchal,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Womens Lehenga Choli,"",true,Color,1,,,,,,,,"",0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan22.jpg?v=1752158336,1,"",false,,,,,,,,,,,,,,,,,,,,,,cotton; silk,,,,,,,,,,,,female,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan22.jpg?v=1752158336,kg,,1700.00,active
premium-designer-ajrakh-cotton-chaniya-choli,,,,,,,,,2,,,,,,,,"",0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0042.jpg?v=1752158336,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0041.jpg?v=1752158336,kg,,1700.00,
premium-designer-ajrakh-cotton-chaniya-choli,,,,,,,,,3,,,,,,,,"",0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0041.jpg?v=1752158336,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0040.jpg?v=1752158336,kg,,1700.00,
premium-designer-ajrakh-cotton-chaniya-choli,,,,,,,,,4,,,,,,,,"",0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0040.jpg?v=1752158336,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0039.jpg?v=1752158336,kg,,1700.00,
premium-designer-ajrakh-cotton-chaniya-choli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0039.jpg?v=1752158336,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shri-modak-ganesha-paithani-saree,Shri Modak Ganesha Paithani Saree,"<p>Shri Modak Ganesha Paithani Saree</p>
<p>Soft Silk Material<br>All-Over Modak Butta<br>Shree Ganesh Pallu<br>Contrast Blouse<br>Premium Quality<br></p>",Nirchal,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,Womens Sarees,"",true,Color,1,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0038.jpg?v=1751090384,1,"",false,,,,,,,,,,,,,,,,,,,,,,silk,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0038.jpg?v=1751090384,kg,,1350.00,active
shri-modak-ganesha-paithani-saree,,,,,,,,,2,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0036.jpg?v=1751090384,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0036.jpg?v=1751090384,kg,,1350.00,
shri-modak-ganesha-paithani-saree,,,,,,,,,3,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0034.jpg?v=1751090384,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0034.jpg?v=1751090384,kg,,1350.00,
shri-modak-ganesha-paithani-saree,,,,,,,,,4,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0032.jpg?v=1751090384,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0032.jpg?v=1751090384,kg,,1350.00,
shri-modak-ganesha-paithani-saree,,,,,,,,,5,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0030.jpg?v=1751090384,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0030.jpg?v=1751090384,kg,,1350.00,
shri-modak-ganesha-paithani-saree,,,,,,,,,6,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0028.jpg?v=1751090384,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0028.jpg?v=1751090384,kg,,1350.00,
shri-modak-ganesha-paithani-saree,,,,,,,,,7,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0026.jpg?v=1751090384,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0026.jpg?v=1751090384,kg,,1350.00,
shri-modak-ganesha-paithani-saree,,,,,,,,,8,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0024.jpg?v=1751090384,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0024.jpg?v=1751090384,kg,,1350.00,
shri-modak-ganesha-paithani-saree,,,,,,,,,9,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0022.jpg?v=1751090384,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0022.jpg?v=1751090384,kg,,1350.00,
shri-modak-ganesha-paithani-saree,,,,,,,,,10,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0020.jpg?v=1751090384,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0020.jpg?v=1751090384,kg,,1350.00,
shri-modak-ganesha-paithani-saree,,,,,,,,,11,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0018.jpg?v=1751090384,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0018.jpg?v=1751090384,kg,,1350.00,
shri-modak-ganesha-paithani-saree,,,,,,,,,12,,,,,,,,"",0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0015.jpg?v=1751090384,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0015.jpg?v=1751090384,kg,,1350.00,
shri-modak-ganesha-paithani-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0016.jpg?v=1751090384,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shri-modak-ganesha-paithani-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0017.jpg?v=1751090384,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shri-modak-ganesha-paithani-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0019.jpg?v=1751090384,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shri-modak-ganesha-paithani-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0021.jpg?v=1751090384,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shri-modak-ganesha-paithani-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0023.jpg?v=1751090384,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shri-modak-ganesha-paithani-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250628-WA0025.jpg?v=1751090384,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
